kp,kd,ki,i_limit
1,0.1,0,0
cmd_index,pos,vel,ff,kp,kd,max_t,servo_id,register,value
7,-1.0,-1.0,nan,1.0,1.0,-1.0,
7,-1.0,-1.0,nan,1.0,1.0,-1.0,
7,-1.0,-1.0,nan,1.0,1.0,-1.0,
7,-1.0,-1.0,nan,1.0,1.0,-1.0,
7,-1.0,-1.0,nan,1.0,1.0,-1.0,
7,-1.0,-1.0,nan,1.0,1.0,-1.0,
7,-1.0,-1.0,nan,1.0,1.0,-1.0,
7,-1.0,-1.0,nan,1.0,1.0,-1.0,
8,1.0,1.0,nan,1.0,1.0,-1.0,
8,1.0,1.0,nan,1.0,1.0,-1.0,
8,1.0,1.0,nan,1.0,1.0,-1.0,
8,1.0,1.0,nan,1.0,1.0,-1.0,
8,1.0,1.0,nan,1.0,1.0,-1.0,
8,1.0,1.0,nan,1.0,1.0,-1.0,
8,1.0,1.0,nan,1.0,1.0,-1.0,
8,1.0,1.0,nan,1.0,1.0,-1.0,
9,-1.0,-1.0,0.5,1.0,1.0,-1.0,
9,-1.0,-1.0,0.5,1.0,1.0,-1.0,
9,-1.0,-1.0,0.5,1.0,1.0,-1.0,
9,-1.0,-1.0,0.5,1.0,1.0,-1.0,
9,-1.0,-1.0,0.5,1.0,1.0,-1.0,
9,-1.0,-1.0,0.5,1.0,1.0,-1.0,
9,-1.0,-1.0,0.5,1.0,1.0,-1.0,
9,-1.0,-1.0,0.5,1.0,1.0,-1.0,
10,1.0,1.0,0.5,1.0,1.0,1.0,
10,1.0,1.0,0.5,1.0,1.0,1.0,
10,1.0,1.0,0.5,1.0,1.0,1.0,
10,1.0,1.0,0.5,1.0,1.0,1.0,
10,1.0,1.0,0.5,1.0,1.0,1.0,
10,1.0,1.0,0.5,1.0,1.0,1.0,
10,1.0,1.0,0.5,1.0,1.0,1.0,
10,1.0,1.0,0.5,1.0,1.0,1.0,
11,1.0,1.0,0.5,0.5,0.5,1.0,
11,1.0,1.0,0.5,0.5,0.5,1.0,
11,1.0,1.0,0.5,0.5,0.5,1.0,
11,1.0,1.0,0.5,0.5,0.5,1.0,
11,1.0,1.0,0.5,0.5,0.5,1.0,
11,1.0,1.0,0.5,0.5,0.5,1.0,
11,1.0,1.0,0.5,0.5,0.5,1.0,
11,1.0,1.0,0.5,0.5,0.5,1.0,
12,0.0,0.0,nan,0.5,0.5,0.0,
12,0.0,0.0,nan,0.5,0.5,0.0,
12,0.0,0.0,nan,0.5,0.5,0.0,
12,0.0,0.0,nan,0.5,0.5,0.0,
12,0.0,0.0,nan,0.5,0.5,0.0,
12,0.0,0.0,nan,0.5,0.5,0.0,
12,0.0,0.0,nan,0.5,0.5,0.0,
12,0.0,0.0,nan,0.5,0.5,0.0,
13,1.0,1.0,nan,1.0,1.0,0.0,
13,1.0,1.0,nan,1.0,1.0,0.0,
13,1.0,1.0,nan,1.0,1.0,0.0,
13,1.0,1.0,nan,1.0,1.0,0.0,
13,1.0,1.0,nan,1.0,1.0,0.0,
13,1.0,1.0,nan,1.0,1.0,0.0,
13,1.0,1.0,nan,1.0,1.0,0.0,
13,1.0,1.0,nan,1.0,1.0,0.0,
14,1.0,1.0,nan,0.0,0.0,0.0,
14,1.0,1.0,nan,0.0,0.0,0.0,
14,1.0,1.0,nan,0.0,0.0,0.0,
14,1.0,1.0,nan,0.0,0.0,0.0,
14,1.0,1.0,nan,0.0,0.0,0.0,
14,1.0,1.0,nan,0.0,0.0,0.0,
14,1.0,1.0,nan,0.0,0.0,0.0,
14,1.0,1.0,nan,0.0,0.0,0.0,
15,-1.0,-1.0,nan,0.0,0.0,-1.0,
15,-1.0,-1.0,nan,0.0,0.0,-1.0,
15,-1.0,-1.0,nan,0.0,0.0,-1.0,
15,-1.0,-1.0,nan,0.0,0.0,-1.0,
15,-1.0,-1.0,nan,0.0,0.0,-1.0,
15,-1.0,-1.0,nan,0.0,0.0,-1.0,
15,-1.0,-1.0,nan,0.0,0.0,-1.0,
15,-1.0,-1.0,nan,0.0,0.0,-1.0,
16,nan,0.0,nan,0.0,0.0,1.0,
16,nan,0.0,nan,0.0,0.0,1.0,
16,nan,0.0,nan,0.0,0.0,1.0,
16,nan,0.0,nan,0.0,0.0,1.0,
16,nan,0.0,nan,0.0,0.0,1.0,
16,nan,0.0,nan,0.0,0.0,1.0,
16,nan,0.0,nan,0.0,0.0,1.0,
16,nan,0.0,nan,0.0,0.0,1.0,
17,nan,0.0,nan,0.0,0.0,-1.0,
17,nan,0.0,nan,0.0,0.0,-1.0,
17,nan,0.0,nan,0.0,0.0,-1.0,
17,nan,0.0,nan,0.0,0.0,-1.0,
17,nan,0.0,nan,0.0,0.0,-1.0,
17,nan,0.0,nan,0.0,0.0,-1.0,
17,nan,0.0,nan,0.0,0.0,-1.0,
17,nan,0.0,nan,0.0,0.0,-1.0,
