kp,kd,ki,i_limit
1,0.1,0,0
cmd_index,pos,vel,ff,kp,kd,max_t,servo_id,register,value
0,1.0,0.0,nan,1.0,1.0,0.0,
0,1.0,0.0,nan,1.0,1.0,0.0,
0,1.0,0.0,nan,1.0,1.0,0.0,
0,1.0,0.0,nan,1.0,1.0,0.0,
0,1.0,0.0,nan,1.0,1.0,0.0,
0,1.0,0.0,nan,1.0,1.0,0.0,
0,1.0,0.0,nan,1.0,1.0,0.0,
0,1.0,0.0,nan,1.0,1.0,0.0,
1,-1.0,0.0,nan,1.0,1.0,0.0,
1,-1.0,0.0,nan,1.0,1.0,0.0,
1,-1.0,0.0,nan,1.0,1.0,0.0,
1,-1.0,0.0,nan,1.0,1.0,0.0,
1,-1.0,0.0,nan,1.0,1.0,0.0,
1,-1.0,0.0,nan,1.0,1.0,0.0,
1,-1.0,0.0,nan,1.0,1.0,0.0,
1,-1.0,0.0,nan,1.0,1.0,0.0,
2,nan,-1.0,nan,1.0,1.0,0.0,
2,nan,-1.0,nan,1.0,1.0,0.0,
2,nan,-1.0,nan,1.0,1.0,0.0,
2,nan,-1.0,nan,1.0,1.0,0.0,
2,nan,-1.0,nan,1.0,1.0,0.0,
2,nan,-1.0,nan,1.0,1.0,0.0,
2,nan,-1.0,nan,1.0,1.0,0.0,
2,nan,-1.0,nan,1.0,1.0,0.0,
3,nan,1.0,nan,1.0,1.0,0.0,
3,nan,1.0,nan,1.0,1.0,0.0,
3,nan,1.0,nan,1.0,1.0,0.0,
3,nan,1.0,nan,1.0,1.0,0.0,
3,nan,1.0,nan,1.0,1.0,0.0,
3,nan,1.0,nan,1.0,1.0,0.0,
3,nan,1.0,nan,1.0,1.0,0.0,
3,nan,1.0,nan,1.0,1.0,0.0,
4,1.0,1.0,nan,1.0,1.0,0.0,
4,1.0,1.0,nan,1.0,1.0,0.0,
4,1.0,1.0,nan,1.0,1.0,0.0,
4,1.0,1.0,nan,1.0,1.0,0.0,
4,1.0,1.0,nan,1.0,1.0,0.0,
4,1.0,1.0,nan,1.0,1.0,0.0,
4,1.0,1.0,nan,1.0,1.0,0.0,
4,1.0,1.0,nan,1.0,1.0,0.0,
5,-1.0,-1.0,nan,1.0,1.0,0.0,
5,-1.0,-1.0,nan,1.0,1.0,0.0,
5,-1.0,-1.0,nan,1.0,1.0,0.0,
5,-1.0,-1.0,nan,1.0,1.0,0.0,
5,-1.0,-1.0,nan,1.0,1.0,0.0,
5,-1.0,-1.0,nan,1.0,1.0,0.0,
5,-1.0,-1.0,nan,1.0,1.0,0.0,
5,-1.0,-1.0,nan,1.0,1.0,0.0,
6,1.0,1.0,nan,1.0,1.0,1.0,
6,1.0,1.0,nan,1.0,1.0,1.0,
6,1.0,1.0,nan,1.0,1.0,1.0,
6,1.0,1.0,nan,1.0,1.0,1.0,
6,1.0,1.0,nan,1.0,1.0,1.0,
6,1.0,1.0,nan,1.0,1.0,1.0,
6,1.0,1.0,nan,1.0,1.0,1.0,
6,1.0,1.0,nan,1.0,1.0,1.0,
